% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=OBSI
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01,-4.295141e+01
-1.588327e+01,-1.588327e+01,-1.588327e+01,-1.588327e+01,-1.588327e+01,-1.588327e+01,-1.552446e+01,-1.509911e+01,-1.516818e+01,-1.548632e+01
-1.357024e+01,-1.357024e+01,-1.357024e+01,-1.326146e+01,-1.208359e+01,-1.173765e+01,-1.143977e+01,-1.173877e+01,-1.117834e+01,-1.163271e+01
-1.283946e+01,-1.283946e+01,-1.283946e+01,-1.178599e+01,-1.199157e+01,-1.107507e+01,-1.075023e+01,-1.115102e+01,-1.065765e+01,-1.104555e+01
-1.263111e+01,-1.263111e+01,-1.175758e+01,-1.118362e+01,-1.179819e+01,-1.076519e+01,-1.044218e+01,-1.026590e+01,-9.726660e+00,-1.008698e+01
