% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=OBSIR
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.588085e-01,4.253460e-01,-6.907048e-02,-3.181352e-01
0.000000e+00,0.000000e+00,3.087878e-01,1.177866e+00,3.459412e-01,2.978795e-01,-2.990045e-01,5.604284e-01,-4.543688e-01
0.000000e+00,0.000000e+00,1.053476e+00,-2.055839e-01,9.165046e-01,3.248365e-01,-4.007934e-01,4.933741e-01,-3.878964e-01
0.000000e+00,8.735285e-01,5.739586e-01,-6.145678e-01,1.033001e+00,3.230123e-01,1.762757e-01,5.392402e-01,-3.603156e-01
2.223168e-01,8.525844e-01,4.861402e-01,6.881798e-02,6.544849e-01,2.239740e-01,-2.198032e-01,6.148426e-01,-4.244761e-01
0.000000e+00,3.721835e-01,3.749498e-01,8.021688e-01,1.011868e+00,2.134047e-01,-4.305057e-01,4.291548e-01,-7.586254e-01
0.000000e+00,1.115368e+00,7.549613e-01,-4.098012e-01,6.098565e-01,4.374723e-01,-4.808981e-02,5.425840e-01,-6.528801e-01
3.254397e-01,8.860632e-01,2.793339e-01,6.629208e-01,3.784680e-01,1.445293e-01,-2.665216e-01,3.065266e-01,-4.029937e-01
5.353910e-01,3.970047e-01,2.705752e-01,4.220649e-01,4.151243e-01,5.210326e-02,-7.030528e-03,1.919380e-01,-2.736544e-01
0.000000e+00,8.055396e-01,1.442018e+00,-3.577715e-01,5.998427e-01,3.138796e-01,-2.136436e-01,4.187921e-01,-5.710733e-01
0.000000e+00,4.991107e-01,1.394098e+00,-1.779675e-03,7.124716e-01,2.495847e-01,-4.261097e-01,7.822142e-01,-6.176358e-01
1.303366e-01,1.332608e+00,1.291859e+00,-3.590215e-01,2.084254e-01,2.921430e-01,-2.187740e-01,5.086103e-01,-6.167836e-01
1.223380e-01,1.881015e+00,7.911285e-01,-1.027964e-01,-1.461788e-01,1.010592e-01,1.817099e-01,7.630396e-01,-4.561562e-01
0.000000e+00,1.957786e+00,5.541322e-01,-1.680667e-01,1.105124e-01,4.666635e-01,-2.690227e-01,8.706284e-01,-5.636617e-01
1.389403e-01,1.382534e+00,7.719181e-01,8.903369e-01,-2.977692e-02,1.200894e-02,-1.668055e-01,7.236256e-01,-6.794916e-01
6.928356e-01,1.055568e+00,3.203253e-01,9.098569e-01,-1.097049e-01,-2.999757e-01,6.025970e-02,9.485995e-01,-6.391248e-01
0.000000e+00,1.981007e+00,7.927251e-01,3.085363e-01,-3.967459e-01,2.825172e-01,6.285754e-03,9.670769e-01,-4.680417e-01
0.000000e+00,9.104160e-01,1.059682e+00,1.148612e+00,5.922647e-02,1.066546e-01,-1.660868e-01,8.683428e-01,-3.971675e-01
6.651399e-01,1.516147e+00,1.046420e+00,3.765145e-01,-5.429699e-01,-5.573758e-02,3.438131e-01,7.536607e-01,-4.534390e-01
0.000000e+00,2.213681e+00,9.516849e-01,-2.970180e-01,-2.710028e-01,5.980306e-01,2.698074e-01,6.921327e-01,-4.556255e-01
0.000000e+00,2.197872e+00,1.162149e+00,-2.276978e-01,-5.620238e-01,4.681992e-01,6.292976e-02,6.073093e-01,-2.115857e-01
4.888501e-01,1.738712e+00,1.136988e+00,5.262656e-01,-6.088200e-01,-2.239362e-01,1.921735e-01,5.801561e-01,-2.922011e-01
7.585956e-01,1.173871e+00,1.129689e+00,2.819983e-01,-3.138507e-01,-1.728500e-02,3.771420e-01,5.772192e-01,-2.455518e-01
8.704347e-01,1.643645e+00,9.954143e-01,-1.216345e-01,-3.196186e-01,2.338877e-01,1.900852e-01,6.207801e-01,-1.664393e-01
4.769740e-01,1.111767e+00,4.419710e-01,6.290697e-01,-1.729527e-01,-2.477334e-01,5.734127e-01,4.384183e-01,-3.882665e-01
