% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=AmplitudeModulation blockSize=30720 stepSize=15360
3.997998e+00,1.011793e-04,3.914620e-05,4.045146e-04,9.998584e+00,1.213648e-05,1.790637e-05,1.213476e-04
3.997998e+00,4.008838e-03,8.554294e-04,1.602733e-02,1.002729e+01,1.229666e-03,1.376263e-03,1.233023e-02
4.730127e+00,7.921290e-02,1.784171e-02,3.746871e-01,9.998584e+00,1.092969e-02,2.675464e-02,1.092814e-01
3.997998e+00,5.864161e-02,4.174847e-02,2.344490e-01,9.998584e+00,9.853939e-03,2.090995e-02,9.852544e-02
3.997998e+00,1.699246e-02,1.345461e-02,6.793582e-02,1.245337e+01,4.987597e-03,1.159242e-02,6.211239e-02
3.997998e+00,2.936404e-02,2.284583e-02,1.173974e-01,3.809224e+01,1.601325e-02,2.269280e-02,6.099806e-01
3.997998e+00,2.488466e-02,2.998415e-02,9.948881e-02,3.807788e+01,1.360596e-02,1.842936e-02,5.180862e-01
3.997998e+00,4.091431e-02,3.101628e-02,1.635753e-01,3.837217e+01,6.579942e-04,1.175708e-02,2.524867e-02
7.995996e+00,2.295550e-02,6.870171e-03,1.835521e-01,9.998584e+00,5.520932e-03,1.333884e-02,5.520150e-02
6.172852e+00,5.276164e-02,1.754737e-02,3.256898e-01,1.101064e+01,8.153034e-03,1.653927e-02,8.977015e-02
4.557861e+00,6.378815e-02,2.587940e-02,2.907376e-01,3.938423e+01,9.285231e-04,1.740040e-02,3.656917e-02
4.493262e+00,4.500005e-02,2.964916e-02,2.021970e-01,9.998584e+00,7.224410e-03,1.263277e-02,7.223387e-02
7.995996e+00,1.854787e-02,1.936663e-02,1.483087e-01,9.998584e+00,1.285101e-02,1.737712e-02,1.284919e-01
3.997998e+00,1.833759e-02,1.770977e-02,7.331367e-02,9.998584e+00,2.418693e-02,2.979084e-02,2.418350e-01
3.997998e+00,9.412183e-03,1.204659e-02,3.762989e-02,9.998584e+00,1.992712e-02,2.742401e-02,1.992430e-01
5.878564e+00,2.744946e-02,1.380994e-02,1.613634e-01,3.496274e+01,2.234177e-03,1.019449e-02,7.811297e-02
6.381006e+00,4.564637e-02,8.887067e-03,2.912698e-01,9.998584e+00,1.375740e-02,2.421642e-02,1.375545e-01
3.997998e+00,5.382511e-01,1.629873e-01,2.151927e+00,1.314243e+01,5.788754e-02,1.100947e-01,7.607831e-01
6.948047e+00,7.404090e-01,1.232521e-01,5.144396e+00,1.136953e+01,1.935815e-01,2.340646e-01,2.200931e+00
3.997998e+00,3.095004e-01,1.821411e-01,1.237382e+00,1.096040e+01,2.312379e-01,2.449306e-01,2.534460e+00
5.979053e+00,9.861248e-02,4.972740e-02,5.896092e-01,1.428369e+01,8.650782e-02,9.968014e-02,1.235651e+00
7.213623e+00,3.179222e-01,1.556043e-01,2.293371e+00,1.531729e+01,1.175802e-01,1.325327e-01,1.801010e+00
5.971875e+00,2.920180e-01,7.756939e-02,1.743895e+00,1.219497e+01,3.182337e-02,6.745586e-02,3.880850e-01
5.383301e+00,7.731852e-02,3.277588e-02,4.162289e-01,1.035029e+01,7.966440e-02,8.853947e-02,8.245498e-01
6.294873e+00,1.085274e-01,3.631725e-02,6.831660e-01,1.056563e+01,3.298327e-02,5.070198e-02,3.484889e-01
5.871387e+00,1.367864e-01,4.607387e-02,8.031256e-01,1.158486e+01,5.975094e-03,2.861295e-02,6.922065e-02
5.677588e+00,9.070131e-02,4.505662e-02,5.149647e-01,1.050103e+01,1.162381e-02,2.758758e-02,1.220620e-01
6.653760e+00,6.263823e-02,1.261168e-02,4.167797e-01,1.709019e+01,2.047414e-02,4.298329e-02,3.499068e-01
3.997998e+00,3.291053e-02,1.886828e-02,1.315763e-01,9.998584e+00,2.164632e-02,3.653689e-02,2.164326e-01
6.309229e+00,4.154898e-02,2.871078e-02,2.621420e-01,1.144131e+01,1.230361e-02,2.680739e-02,1.407694e-01
6.223096e+00,8.148240e-02,3.710220e-02,5.070728e-01,1.019238e+01,0.000000e+00,1.289052e-02,0.000000e+00
5.017236e+00,1.059961e-02,1.416960e-02,5.318075e-02,1.752085e+01,1.858742e-03,2.491693e-02,3.256674e-02
4.780371e+00,1.643488e-01,6.964828e-02,7.856484e-01,1.137671e+01,9.615688e-02,1.175039e-01,1.093949e+00
3.997998e+00,1.663224e-01,1.404140e-01,6.649568e-01,1.090298e+01,1.543698e-01,1.677785e-01,1.683091e+00
7.995996e+00,5.262294e-02,4.171406e-02,4.207729e-01,9.998584e+00,1.739328e-01,2.020578e-01,1.739082e+00
6.761426e+00,2.368203e-01,1.090096e-01,1.601243e+00,1.254668e+01,1.357169e-01,1.512254e-01,1.702796e+00
4.945459e+00,2.201545e-01,7.888150e-02,1.088765e+00,9.998584e+00,2.718133e-01,2.914280e-01,2.717748e+00
3.997998e+00,3.438297e-01,5.726230e-02,1.374631e+00,1.387456e+01,8.730654e-02,1.231490e-01,1.211340e+00
5.361768e+00,1.582798e-01,6.185259e-02,8.486595e-01,1.161357e+01,8.203255e-02,9.687063e-02,9.526911e-01
3.997998e+00,1.182661e-01,1.174779e-01,4.728275e-01,1.299888e+01,4.967748e-02,6.812375e-02,6.457515e-01
7.995996e+00,3.938405e-02,2.356343e-02,3.149147e-01,9.998584e+00,2.747798e-02,5.670212e-02,2.747409e-01
3.997998e+00,4.020183e-02,2.211969e-02,1.607268e-01,9.998584e+00,2.271279e-02,4.030133e-02,2.270957e-01
3.997998e+00,7.001075e-02,4.500612e-02,2.799028e-01,1.433394e+01,3.073986e-03,2.132137e-02,4.406232e-02
6.266162e+00,6.622335e-02,3.509773e-02,4.149663e-01,1.416167e+01,0.000000e+00,1.443436e-02,0.000000e+00
6.065186e+00,7.612281e-02,3.296193e-02,4.616990e-01,1.495122e+01,3.086853e-04,2.703529e-02,4.615223e-03
4.844971e+00,9.793569e-02,2.812631e-02,4.744956e-01,1.635088e+01,3.908931e-03,2.736880e-02,6.391446e-02
6.144141e+00,7.430784e-02,1.262391e-02,4.565578e-01,1.463540e+01,6.885406e-04,2.318398e-02,1.007707e-02
6.747070e+00,6.457517e-02,2.748702e-02,4.356932e-01,9.998584e+00,1.895620e-02,3.983604e-02,1.895351e-01
4.335352e+00,7.179527e-02,4.634764e-02,3.112578e-01,1.213755e+01,8.182843e-03,2.619098e-02,9.931966e-02
