% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=LPC LPCNbCoeffs=3
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-5.192150e-01,-1.644479e-02,-4.421496e-02
-5.097204e-01,-2.634328e-02,3.034706e-03
-5.121517e-01,1.107196e-02,-8.755771e-02
-5.472731e-01,1.220553e-01,-1.506031e-01
-5.766896e-01,9.232341e-02,-8.650780e-02
-6.321011e-01,2.090771e-02,-1.779740e-04
-6.759546e-01,6.322458e-02,-4.604468e-02
-6.116128e-01,4.974394e-02,-1.180210e-01
-5.874820e-01,4.106166e-02,-1.357560e-01
-6.673529e-01,1.198534e-01,-1.070497e-01
-7.096298e-01,1.736557e-01,-1.070070e-01
-7.113103e-01,2.300092e-01,-1.980430e-01
-7.515309e-01,3.482735e-01,-2.757878e-01
-7.358823e-01,2.818720e-01,-2.231600e-01
-7.207343e-01,3.145122e-01,-2.190180e-01
-7.924538e-01,4.347068e-01,-2.760201e-01
-8.174555e-01,4.693890e-01,-3.711021e-01
-8.146702e-01,5.369745e-01,-4.071652e-01
-8.488443e-01,5.797691e-01,-4.019585e-01
-8.395453e-01,5.233276e-01,-4.175214e-01
-8.044905e-01,4.979232e-01,-4.271437e-01
-7.950697e-01,4.969619e-01,-4.387644e-01
-8.035438e-01,5.083625e-01,-4.423789e-01
-8.411096e-01,5.387600e-01,-4.540689e-01
-8.794042e-01,5.658797e-01,-4.391312e-01
-8.938964e-01,6.289228e-01,-4.407477e-01
-9.091940e-01,6.579160e-01,-4.832385e-01
-8.923447e-01,6.176003e-01,-4.674324e-01
-8.579461e-01,6.060849e-01,-4.968590e-01
-8.815931e-01,6.458319e-01,-5.630283e-01
-8.699180e-01,6.396562e-01,-5.527910e-01
-8.697639e-01,6.191074e-01,-4.940590e-01
-8.849822e-01,5.820024e-01,-4.582318e-01
-9.028432e-01,6.336923e-01,-5.009071e-01
-9.388158e-01,6.175456e-01,-5.252115e-01
-1.158049e+00,3.740416e-01,-2.022113e-01
-1.645613e+00,6.403311e-01,8.644389e-03
-1.594891e+00,4.621612e-01,1.364984e-01
-2.063189e+00,1.320131e+00,-2.520872e-01
-1.838157e+00,8.726762e-01,-2.825099e-02
-1.629656e+00,4.899676e-01,1.466512e-01
-1.400392e+00,1.973002e-01,2.098776e-01
-1.495563e+00,2.940589e-01,2.051007e-01
-1.357639e+00,1.051899e-01,2.550323e-01
-1.244256e+00,4.534340e-02,2.010878e-01
-1.675619e+00,5.297404e-01,1.467001e-01
-1.206720e+00,4.062311e-02,1.677904e-01
-1.318064e+00,8.861161e-02,2.306799e-01
-1.200003e+00,4.225781e-02,1.597765e-01
-1.306223e+00,6.357077e-02,2.440066e-01
-1.142779e+00,2.076040e-02,1.247748e-01
-1.615769e+00,4.022802e-01,2.146147e-01
-1.246156e+00,7.322531e-02,1.755738e-01
-1.832478e+00,8.064969e-01,2.744019e-02
-1.273040e+00,4.630680e-02,2.300104e-01
-1.992653e+00,1.073953e+00,-8.026361e-02
-1.189557e+00,2.336042e-02,1.686111e-01
-1.146956e+00,2.159110e-02,1.287258e-01
-1.223066e+00,2.203025e-02,2.028865e-01
-1.078374e+00,1.259786e-02,6.971224e-02
-1.254617e+00,2.514603e-02,2.305914e-01
-1.112235e+00,1.207130e-02,1.024101e-01
-1.294059e+00,5.571434e-02,2.393454e-01
-1.384017e+00,9.421481e-02,2.905370e-01
-1.078329e+00,5.750417e-03,7.493946e-02
-1.380192e+00,9.350695e-02,2.873310e-01
-1.052467e+00,4.665534e-03,5.130123e-02
-1.256524e+00,5.231740e-02,2.051742e-01
-1.105175e+00,1.758863e-02,9.004430e-02
-1.269260e+00,3.907763e-02,2.312817e-01
-1.180434e+00,2.943842e-02,1.525901e-01
-1.270457e+00,6.517555e-02,2.066788e-01
-1.246355e+00,6.585702e-02,1.824951e-01
-1.253122e+00,6.139692e-02,1.934088e-01
-1.202585e+00,5.871267e-02,1.459161e-01
-1.135636e+00,2.700047e-02,1.104026e-01
-1.487840e+00,2.675492e-01,2.209392e-01
-1.148234e+00,2.574079e-02,1.238395e-01
-1.531135e+00,2.848192e-01,2.468994e-01
-1.317282e+00,1.125389e-01,2.057826e-01
-1.505877e+00,3.131891e-01,1.933863e-01
-1.260250e+00,1.101136e-01,1.514322e-01
-1.471816e+00,3.022170e-01,1.702980e-01
-1.158329e+00,5.120557e-02,1.087550e-01
-1.493828e+00,3.199482e-01,1.748059e-01
-1.118458e+00,3.687263e-02,8.366817e-02
-1.349138e+00,1.718914e-01,1.778971e-01
-1.238203e+00,7.617879e-02,1.631047e-01
-1.143503e+00,2.473184e-02,1.206527e-01
-1.650440e+00,5.297858e-01,1.212265e-01
-1.062182e+00,2.616910e-02,3.944399e-02
-1.152806e+00,7.262920e-02,8.236771e-02
-1.149376e+00,3.057301e-02,1.232367e-01
-1.261492e+00,6.315470e-02,2.075262e-01
-1.442749e+00,2.081074e-01,2.401637e-01
-1.359090e+00,1.629188e-01,2.042884e-01
-1.444555e+00,2.294725e-01,2.229329e-01
-1.388194e+00,1.760292e-01,2.185888e-01
-1.385969e+00,1.535986e-01,2.376561e-01
-1.489331e+00,2.251896e-01,2.687979e-01
-1.308815e+00,8.873440e-02,2.282592e-01
-1.360935e+00,1.416646e-01,2.232445e-01
-1.218986e+00,7.035919e-02,1.534617e-01
-1.365415e+00,1.536745e-01,2.138415e-01
-1.373262e+00,1.530452e-01,2.220943e-01
-1.428576e+00,2.734329e-01,1.578552e-01
