% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=SpectralShapeStatistics
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.088348e+02,1.436311e+02,4.736197e-01,-4.023552e+01
1.995477e+02,1.509379e+02,4.649071e-01,-2.969311e+01
1.969879e+02,1.482494e+02,4.467446e-01,-3.012862e+01
2.098227e+02,1.468568e+02,3.741377e-01,-3.804762e+01
1.964757e+02,1.479521e+02,4.449226e-01,-3.005544e+01
1.840095e+02,1.454465e+02,6.293837e-01,-2.558382e+01
1.967813e+02,1.462319e+02,5.145291e-01,-3.125750e+01
1.864895e+02,1.472775e+02,5.501687e-01,-2.576640e+01
1.870757e+02,1.479157e+02,5.292269e-01,-2.568479e+01
1.902852e+02,1.463065e+02,5.414586e-01,-2.801353e+01
1.953123e+02,1.464629e+02,5.239458e-01,-3.032675e+01
1.751031e+02,1.401680e+02,6.454557e-01,-2.438495e+01
1.877193e+02,1.402369e+02,5.166163e-01,-3.053686e+01
1.913687e+02,1.412084e+02,4.905273e-01,-3.184034e+01
1.779847e+02,1.420542e+02,6.167926e-01,-2.470883e+01
1.782875e+02,1.368428e+02,5.665456e-01,-2.787229e+01
